"id","funkcja","podstawa_grz_czysta","podstawa_grz_obieg","podatek_fl","podatek_gr","podatek_grz","debita","varia","miejscowosc","osoba_zrd","wezwanie","rola_osoba","podstawa_gr","podstawa_fert","podatek_fert","dekanat"
156,altarzysta kolegiacki,,,,28,,,,Posnania,Ioannes a Costan,św. Maria Magdalena,płatnik,,,,
157,altarzysta kolegiacki,,,,15,,,,Posnania,Petrus de Swiatniki,św. Maria Magdalena,płatnik,,,,
158,altarzysta kolegiacki,,,,9,,,,Posnania,Petrus a Volstin,św. Maria Magdalena,płatnik,,,,
159,altarzysta kolegiacki,,,,9,,,,Posnania,Ioannes a Srzem,św. Maria Magdalena,płatnik,,,,
160,altarzysta kolegiacki,,,,8,,,,Posnania,Ioannes Zarzewo,św. Maria Magdalena,płatnik,,,,
161,altarzysta kolegiacki,,,,8,,,,Posnania,Ioannes Razek,św. Maria Magdalena,płatnik,,,,
162,altarzysta kolegiacki,,,,24,,,,Posnania,Sebastianus de Xiasz,św. Maria Magdalena,płatnik,,,,
163,"altarzysta kolegiacki, szewc",,,,13,,,Mathias sutor a Dolsko,Posnania,Mathias a Dolsko,św. Maria Magdalena,płatnik,,,,
164,altarzysta kolegiacki,,,,8,,,,Posnania,Andreas Casmirz,św. Maria Magdalena,płatnik,,,,
165,altarzysta kolegiacki,,,,20,,,,Posnania,Martinus a Posnania,św. Maria Magdalena,płatnik,,,,
166,altarzysta kolegiacki,,,,18,,,Stanislaus plebanus in Klesczewo,Posnania,Stanislaus,św. Maria Magdalena,płatnik,,,,
173,altarzysta kolegiacki,,,,12,,,,Posnania,Lucas Ditius,św. Maria Magdalena,płatnik,,,,
172,"altarzysta kolegiacki, doktor",,,,28,,,Doctor Adam,Posnania,Adam,św. Maria Magdalena,płatnik,,,,
174,altarzysta kolegiacki,,,,20,,,Ambrosius Costensis plebanus,Posnania,Ambrosius,św. Maria Magdalena,płatnik,,,,
178,"altarzysta kolegiacki, magister",,,,24,,,Magister Albertus,Posnania,Albertus,św. Maria Magdalena,płatnik,,,,
180,altarzysta kolegiacki,,,,20,,,,Posnania,Stanislaus a Snena,św. Maria Magdalena,płatnik,,,,
181,altarzysta kolegiacki,,,,12,,,"Stanislaus Stareski. Dimissi sunt tres grossi, quia census ab annis 26 perierunt marcae tres",Posnania,Stanislaus Stareski,św. Maria Magdalena,płatnik,,,,
182,altarzysta kolegiacki,,,,18,,,,Posnania,Gregorius a sancto Martino,św. Maria Magdalena,płatnik,,,,
183,altarzysta kolegiacki,,,,28,,,,Posnania,Georgius Arglaben,św. Maria Magdalena,płatnik,,,,
184,altarzysta kolegiacki,,,,15,,,,Posnania,Stanislaus Karsniczki,św. Maria Magdalena,płatnik,,,,
185,altarzysta kolegiacki,,,,20,,,,Posnania,Ioannes Piwo,św. Maria Magdalena,płatnik,,,,
186,altarzysta kolegiacki,,,,12,,,"Petrus Vilczopolski. Grossi decem dimissi ob eam causam, quia medio corporali iuramento comprobavit, census eiusdem altaris periisse",Posnania,Petrus Vilczopolski,św. Maria Magdalena,płatnik,,,,
187,altarzysta kolegiacki,,,,8,,,,Posnania,Paulus a Rychwal,św. Maria Magdalena,płatnik,,,,
189,altarzysta kolegiacki,,,,26,,tak,,Posnania,Stanislaus,św. Maria Magdalena,płatnik,,,,
193,altarzysta kolegiacki,,,,15,,tak,,Posnania,Petrus Lugowski,św. Maria Magdalena,płatnik,,,,
170,altarzysta kolegiacki,,,,15,,,Paulus sancti Martini plebanus,Posnania,Paulus,św. Maria Magdalena,płatnik,,,,
192,altarzysta kolegiacki,,,,27,,tak,Post mortem Casparis,Posnania,Caspar,św. Maria Magdalena,"były płatnik, podatek",,,,
179,"altarzysta kolegiacki, zakrystian",,,,3,,,Paulus a Lęki  sacristianus,Posnania,Paulus a Lęki,św. Maria Magdalena,płatnik,,,,
194,altarzysta kolegiacki,,,,28,,tak,Noe filius Hendris Szink,Posnania,Noe Szink,św. Maria Magdalena,płatnik,,,,
175,pleban,,,,,,,Ambrosius Costensis plebanus,Costensis,Ambrosius,,posiadacz parafii,,,,
199,prepozyt kolegium prebendarzy,,,,24,,,[funkcja na podstawie nagłówka w rękopisie A: «Ad sanctum Stanislaum in Posnania praebendarii»],Posnania,,św. Stanisław,płatnik,,,,
150,prebendarz kolegiacki,,,,3,,,"Ioannes Gaiewski praebendarius iuramento corporali comprobavit, quia non plus percepit, nisi duas marcas et tres fertones cum medio, ex quibus cantantibus persolvit, pro se vero fertones tres cum medio tollit, a quibus tres grossos solvit",Posnania,Ioannes Gaiewski,,płatnik,,3.5,,
200,prebendarz kolegium,,,,24,,,[funkcja na podstawie nagłówka w rękopisie A: «Ad sanctum Stanislaum in Posnania praebendarii»],Posnania,Thomas Colaczek,św. Stanisław,płatnik,,,,
211,prebendarz kolegium,,,,24,,,[funkcja na podstawie nagłówka w rękopisie A: «Ad sanctum Stanislaum in Posnania praebendarii»],Posnania,Laurentius a Krziwin,św. Stanisław,płatnik,,,,
212,prebendarz kolegium,,,,24,,,[funkcja na podstawie nagłówka w rękopisie A: «Ad sanctum Stanislaum in Posnania praebendarii»],Posnania,Ioannes a Sirakow,św. Stanisław,płatnik,,,,
213,prebendarz kolegium,,,,23,,,[funkcja na podstawie nagłówka w rękopisie A: «Ad sanctum Stanislaum in Posnania praebendarii»],Posnania,Mathias Slupcza,św. Stanisław,płatnik,,,,
214,prebendarz kolegium,,,,24,,,[funkcja na podstawie nagłówka w rękopisie A: «Ad sanctum Stanislaum in Posnania praebendarii»],Posnania,Mathias Camola,św. Stanisław,płatnik,,,,
58,[kanonik katedralny],,,2,,,tak,"[Potwierdzenie zapłaty - wyraz «solvit» - zapisany jaśniejszym atramentem, przetarty i rozmazany. Zapewne wpisany i przekreślony.  Należy traktować jako zaległość, na co wskazuje brak potwierdzenia w rękopisie A]",Posnaniensis,Albertus Rudniczki,,płatnik,,,,
218,altarzysta kolegium,,,,10,,,,[Posnania],Ioannes a Volstin,św. Stanisław,płatnik,,,,
190,altarzysta kolegiacki,,,,10,,tak,Post mortem Ioannis Vino,Posnania,Ioannes Vino,św. Maria Magdalena,"były płatnik, podatek",,,,
210,prebendarz kolegium,,,,24,,,[funkcja na podstawie nagłówka w rękopisie A: «Ad sanctum Stanislaum in Posnania praebendarii»],Posnania,Sebastianus Sbaszin,św. Stanisław,płatnik,,,,
202,kolegium altarzystów katedralnych,,,,,,,Altaristae ecclesiae cathedralis Posnaniensis,Posnaniensis,,,były płatnik,,,,
188,altarzysta kolegiacki,,,,15,,tak,Post mortem Leonardi Herman,Posnania,Leonardus Herman,św. Maria Magdalena,"były płatnik, podatek",,,,
81,altarzysta katedralny,,,,15,,,"[Nie można wykluczyć, że pomyłka pisarza - powtórzony wiersz]",Posnaniensis,Petrus Zerniczki,,płatnik,,,,
130,prepozyt kolegiacki,,,,24,,tak,,[Posnania],,św. Mikołaj,płatnik,,,,
226,altarzysta kolegium,,,,25,,tak,,[Posnania],Stanislaus Srzem,Wszyscy Św.,płatnik,,,,
240,[pleban],,,,,,,,Maczniki,,,płatnik,,,3,Poznań
241,[pleban],,,3,,,,,Czerlienino,,,płatnik,,,,Poznań
242,[pleban],,,2,,,,,Bnin,,,płatnik,,,,Poznań
232,pleban,,,,30,,,Ecclesia sancti Martini. Paulus plebanus ad sanctum Martinum,[Posnania],Paulus,św. Marcin,płatnik,,,,
228,altarzysta kolegium,,,,6,,,,[Posnania],Ioannes a Costen,św. Gertruda,płatnik,,,,
224,altarzysta kolegium,,,,20,,tak,Plebanus in Dupiewo,[Posnania],,Wszyscy Św.,płatnik,,,,
385,[pleban],,,,24,,,,Chludowo,,,płatnik,,,,Oborniki
223,"altarzysta kolegium, iluminator",,,,16,,tak,Stanislaus illuminator,[Posnania],Stanislaus,Wszyscy Św.,płatnik,,,,
238,dekanat wiejski,,,,,,,Decanatus Posnaniensis,Posnaniensis,,,,,,,Poznań
230,prepozyt,,,,30,,,[brak potwierdzenia wpłaty],[Posnania],,Św. Krzyż,płatnik,,,,
217,altarzysta kolegium,,,,3,,,,[Posnania],Mathias Camola,św. Stanisław,płatnik,,,,
221,altarzysta kolegium,,,,16,,,,[Posnania],Iacobus Valaszek,Wszyscy Św.,płatnik,,,,
235,altarzysta kolegium,,,,16,,,,[Posnania],Stanislaus de Costen,św. Marcin,płatnik,,,,
236,pleban,,,2,,,,Ecclesia sancti Adalberti. Martinus Prziborowski plebanus,[Posnania],Martinus Prziborowski,św. Wojciech,płatnik,,,,
237,pleban,,,,30,,,Ecclesia sanctae Margaretae. Ioannes Skrzipinski plebanus,[Posnania],Ioannes Skrzipinski,św. Małgorzata,płatnik,,,,
225,pleban,,,,,,,Plebanus in Dupiewo,Dupiewo,,,posiadacz parafii,,,,
231,prepozyt,,,2,,,,,[Posnania],,Św. Duch,płatnik,,,,
219,altarzysta kolegium,,,,15,,,,[Posnania],Sthephanus Sdzarowski,św. Stanisław,płatnik,,,,
222,altarzysta kolegium,,,,12,,tak,Post mortem Mathiae Gabin,[Posnania],Mathias Gabin,Wszyscy Św.,"były płatnik, podatek",,,,
229,altarzysta kolegium,,,,12,,,,[Posnania],Paulus Lęki,św. Gertruda,płatnik,,,,
198,altarzysta kolegiacki,,,,20,,tak,Post mortem Vincentii de Posnania,Posnania,Vincentius de Posnania,św. Maria Magdalena,były płatnik,,,,
434,[patron altarii],,,,,,,"Altare  vaccat ab annis duobus, collationis generosi domini Lucae Gulthowski et Annae Oporowska",Sthessewo,Anna Oporowska,,patron altarii,,,,Stęszew
386,[pleban],,,,12,,,,Glemboczek,,,płatnik,,,,Oborniki
387,[pleban],,,,24,,,,Potulicze,,,płatnik,,,,Oborniki
388,[pleban],,,,12,,,,Lęgowo,,,płatnik,,,,Oborniki
435,[pleban],,,,24,,,,Conarzewo,,,płatnik,,,,Stęszew
480,altarzysta kolegium,,,,20.5,,,,Gostin,Bartholomaeus Pniewita,,płatnik,,,,Śrem
481,[parafia],,,,,,,,Gostin,,,,,,,Śrem
437,[pleban],,,,40,,,,Comorniki,,,płatnik,,,,Stęszew
440,[pleban],,,,24,,,,Drosin,,,płatnik,,,,Stęszew
441,[pleban],,,2,,,,,Skorzewo,,,płatnik,,,,Stęszew
463,altarzysta kolegium,,,,15,,,,Srzem,Paulus de Covaliewo,,płatnik,,,,Śrem
245,mansjonarz kolegium,,,,16,,,"Paulus mansionarius corporali iuramento comprobavit, nihil se percepisse ob conflagrationem oppidi Bnyn a tribus annis",Bninensis,Paulus,,płatnik,,,,Poznań
246,mansjonarz kolegium,,,,,,,Ibidem mansionariae duae vaccant; [brak potwierdzenia wpłaty],Bninensis,,,płatnik,,,,Poznań
484,[pleban],,,2,,,,,Ridzina,,,płatnik,,,,Śrem
485,[pleban],,,,9,,,,Siemowo,,,płatnik,,,,Śrem
488,altarzysta kolegium,,,,30,,,,Strzelcze,Domachowita,,płatnik,,,,Śrem
489,altarzysta kolegium,,,,14,,,Martinus altarista,Strzelcze,Martinus,,płatnik,,,,Śrem
493,altarzysta kolegium,,,,20,,,,Crobia,Albertus Crobia,,płatnik,,,,Śrem
358,altarzysta kolegiacki,,,,,,,Clemens in loco Ioannis Sczigiel,Szamotuli,Ioannes Sczigiel,,były płatnik,,,,Oborniki
414,prepozyt [szpitalny],,,,9,,tak,Praepositus ibidem,Chodziesz,,,płatnik,,,,Oborniki
530,[pleban],,,2,,,,Gorca cum Sabelkowo,Gorca,,,płatnik,,,,Śrem
511,altarzysta,,,,,,,Altare ibidem vaccat; [brak sumy i potwierdzenia wpłaty],Domachowo,,,płatnik,,,,Śrem
512,[pleban],,,,12,,,,Pacoslaw,,,płatnik,,,,Śrem
513,[pleban],,,,12,,,,Daliewo,,,płatnik,,,,Śrem
514,[pleban],,,,,1,,,Opporowo,,,płatnik,,,,Śrem
515,[pleban],,,4,,,,,Pampowo,,,płatnik,,,,Śrem
516,[pleban],,,4,,,,,Dolsko,,,płatnik,,,,Śrem
465,"kasztelan kaliski, [właściciel uposażenia]",,,,,,,Ioannes Brodnicza. Census apud dominum castellanum Callisiensem in Jutrosin occupati,Jutrosin,,,właściciel uposażenia,,,,Śrem
518,altarzysta kolegium,,,,15,,,,Dolsko,Mathias Longaiek,,płatnik,,,,Śrem
520,altarzysta kolegium,,,,13,,,,Dolsko,Iacobus Sutorek,,płatnik,,,,Śrem
521,altarzysta kolegium,,,,16,,,,Dolsko,Ioannes Curowski,,płatnik,,,,Śrem
522,altarzysta kolegium,,,,12,,tak,,Dolsko,Laurentius,,płatnik,,,,Śrem
523,altarzysta kolegium,,,,13,,tak,,Dolsko,Georgius,,płatnik,,,,Śrem
524,altarzysta kolegium,,,,15,,tak,,Dolsko,Mathias,,płatnik,,,,Śrem
525,[pleban],,,,,1,,,Morca,,,płatnik,,,,Śrem
526,[pleban],,,,12,,,,Skaradowo,,,płatnik,,,,Śrem
527,[pleban],,,,24,,,,Lasczino,,,płatnik,,,,Śrem
528,[pleban],,,,24,,,,Zakrzewo,,,płatnik,,,,Śrem
529,[pleban],,,,24,,,,Smolicze,,,płatnik,,,,Śrem
534,[pleban],,,,24,,,,Sarnowa,,,płatnik,,,,Śrem
535,[pleban],,,,24,,,,Slabossew,,,płatnik,,,,Śrem
536,[pleban],,,,,,tak,,Skorosewicze,,,płatnik,,,,Śrem
537,[pleban],,,2,,,tak,,Wiescziczino,,,płatnik,,,,Śrem
539,[pleban],,,2,,,tak,,Poniecz,,,płatnik,,,,Śrem
540,[pleban],,,2,,,tak,,Iutroszin,,,płatnik,,,,Śrem
541,pleban,,,,,,tak,Golaszino. Plebanus non est,Golaszino,,,płatnik,,,,Śrem
532,[właściciel uposażenia],,,,,,,,Poniecz,Rokossowski,,właściciel uposażenia,,,,Śrem
461,altarzysta kolegium,,,,20,,,,Srzem,Petrus a Iutrosin,,płatnik,,,,Śrem
462,altarzysta kolegium,,,,11,,,,Srzem,Laurentius Bienkowski,,płatnik,,,,Śrem
482,altarzysta kolegium,,,,13,,,Paulus altarista,Gostin,Paulus,,płatnik,,,,Śrem
496,"altarzysta kolegium, bakałarz",,,,15,,,"Iacobus baccalaureus a suo altari nichil dedit, iuramento corporali praestito, quod omnes census sunt occupati, et nichil eorum percepit; [brak potwierdzenia wpłaty]",Crobia,Iacobus,,płatnik,,,,Śrem
497,"prepozyt szpitalny, bakałarz",,,,28,,,Praepositura ibidem hospitalis. Iacobus baccalaureus praepositus,Crobia,Iacobus,,płatnik,,,,Śrem
503,"altarzysta kolegium, prepozyt szpitalny",,,,,,,"Petrus praepositus hospitalis tantum unam marcam percepit census, alios dominus Rokossowski occupavit, prout corporali iuramento comprobavit; [brak sumy i potwierdzenia wpłaty]",Poniecz,Petrus,,płatnik,,,,Śrem
547,[pleban],,,,,,tak,[brak sumy],Golassino,,,płatnik,,,,Śrem
542,[pleban],,,,12,,tak,,Conary,,,płatnik,,,,Śrem
543,prepozyt [szpitalny],,,,17,,tak,Praepositus  in Dolsko Sancti Spiritus,Dolsko,,Św. Duch,płatnik,,,,Śrem
128,[kanonik kolegiacki],,,,24,,,,[Posnania],Martinus Dunaiow,św. Mikołaj,płatnik,,,,
548,[pleban],,,,,,tak,[brak sumy],Trzebossa,,,płatnik,,,,Śrem
545,[właściciel uposażenia],,,,,,,Gostin. Per dominum Nicolaum Gostinski et vidua,Gostin,Nicolaus Gostinski,,właściciel uposażenia,,,,Śrem
546,altarzysta kolegium,,,,,,tak,Altaristae quatuor vacant; [brak sumy],Gostin,,,płatnik,,,,Śrem
553,altarzysta kolegium,,,,8,,,,Costan,Petrus Costan,,płatnik,,,,Kościan
551,[właściciel miejscowości],,,,,,,"Costan. Ambrosius plebanus
Floreni duo sunt dimissi, propter diminutionem proventuum dotis plebanalis, nam villam domino Rokossowski diu concessam per eius antecessores, in trecentis florenis oppignoratam exemit, eadem summa, a qua contribuit census annis singulis per marcas novem",Costan,Rokossowski,,właściciel miejscowości,,,,Kościan
538,pleban,,,,,,tak,Boienicze. Plebanus non est,Boienicze,,,płatnik,,,,Śrem
544,[pleban],,,2,,,tak,Gostin. Per dominum Nicolaum Gostinski et vidua,Gostin,,,płatnik,,,,Śrem
289,mansjonarz kolegium,,,,10,,,Mansionarii Pysdrenses numero quinque decem grossos solverunt,Pysdrenses,,,płatnik,,,,Pyzdry
555,altarzysta kolegium,,,,24,,,,Costan,Baltazar,,płatnik,,,,Kościan
557,altarzysta kolegium,,,,18,,,,Costan,Martinus Strzelcze,,płatnik,,,,Kościan
558,altarzysta kolegium,,,,6,,,,Costan,Paulus Cosmin,,płatnik,,,,Kościan
559,altarzysta kolegium,,,,9,,,,Costan,Stanislaus Costan Grodziczki,,płatnik,,,,Kościan
560,altarzysta kolegium,,,,21,,,,Costan,Malcher,,płatnik,,,,Kościan
561,"altarzysta kolegium, prepozyt [szpitalny]",,,,12,,,Stanislaus a Siracz a praepositura Sancti Spiritus,Costan,Stanislaus a Siracz,,płatnik,,,,Kościan
562,altarzysta kolegium,,,,10,,,,Costan,Michael Pczewitha,,płatnik,,,,Kościan
563,altarzysta kolegium,,,,13,,,,Costan,Albertus Sadlinski,,płatnik,,,,Kościan
564,altarzysta kolegium,,,,13,,,,Costan,Michael Costan,,płatnik,,,,Kościan
565,altarzysta kolegium,,,,14,,,,Costan,Iacobus Lorek,,płatnik,,,,Kościan
566,altarzysta kolegium,,,,17,,,,Costan,Ioannes Volstin,,płatnik,,,,Kościan
567,altarzysta kolegium,,,,4,,,,Costan,Mathias Clayber,,płatnik,,,,Kościan
568,altarzysta kolegium,,,,15,,,,Costan,Iacobus Gwiasdowski,,płatnik,,,,Kościan
569,altarzysta kolegium,,,,24,,,,Costan,Laurentius Bienkowski,,płatnik,,,,Kościan
570,altarzysta kolegium,,,,20,,,,Costan,Gregorius de Sirakow,,płatnik,,,,Kościan
571,altarzysta kolegium,,,,16,,,,Costan,Ioannes Potarzicza,,płatnik,,,,Kościan
573,"altarzysta kolegium, wikariusz",,,,20.5,,,,Costan,Malcher,,płatnik,,,,Kościan
464,altarzysta kolegium,,,,15,,,Ioannes Brodnicza. Census apud dominum castellanum Callisiensem in Jutrosin occupati; [brak potwierdzenia wpłaty],Srzem,Ioannes Brodnicza,,płatnik,,,,Śrem
574,altarzysta kolegium,,,,30,,,,Costan,Albertus a Zelanczin,,płatnik,,,,Kościan
578,altarzysta kolegium,,,,15,,,,Costan,Przespoliewski,,płatnik,,,,Kościan
579,kolegium altarzystów,,,,24,,,Comunitas altaristarum,Costan,,,płatnik,,,,Kościan
580,"altarzysta kolegium, altarzysta",,,,31,,,Malcher altarista in ecclesia Corporis Christi,Costan,Malcher,,płatnik,,,,Kościan
618,[pleban],,,,8,,,,Chorinia,,,płatnik,,,,Kościan
582,mansjonarz kolegium,,,,24,,,,Costen,Troianus Vronski,,płatnik,,,,Kościan
583,mansjonarz kolegium,,,,24,,,,Costen,Ioannes Volsztin,,płatnik,,,,Kościan
581,kolegium mansjonarzy,,,,,,,Mansionarii in Costen,Costen,,,,,,,Kościan
600,[pleban],,,,,1,,,Czepin,,,płatnik,,,,Kościan
585,mansjonarz kolegium,,,,24,,,,Costen,Paulus Cozmin,,płatnik,,,,Kościan
586,mansjonarz kolegium,,,,24,,,,Costen,Albertus de Oborziska,,płatnik,,,,Kościan
587,mansjonarz kolegium,,,,24,,,,Costen,Michael Pczewita,,płatnik,,,,Kościan
589,[pleban],,,,20,,,,Gorca Monachorum,,,płatnik,,,,Kościan
590,[pleban],,,,24,,,,Ossieczna,,,płatnik,,,,Kościan
592,altarzysta kolegium,,,,8,,,,Ossieczna,Stanislaus a Sieracz,,płatnik,,,,Kościan
593,altarzysta kolegium,,,,14,,,Michael altarista,Ossieczna,Michael,,płatnik,,,,Kościan
594,altarzysta kolegium,,,,12,,,,Ossieczna,Iozephus,,płatnik,,,,Kościan
595,"altarzysta kolegium, prepozyt",,,,24,,,Andreas praepositus a sua praepositura,Ossieczna,Andreas,,płatnik,,,,Kościan
596,[pleban],,,,10,,,,Drzeczko,,,płatnik,,,,Kościan
597,[pleban],,,2,,,,,Rambino,,,płatnik,,,,Kościan
601,[pleban],,,,24,,,,Bonikowo,,,płatnik,,,,Kościan
602,[pleban],,,,24,,,,Bialle Iezioro,,,płatnik,,,,Kościan
599,[właściciel uposażenia],,,,,,,"Grossi duodecim dimissi, propter ademptionem duorum mansorum per dominum Suloczki, prout corporali iuramento comprobavit",Obarziska,Suloczki,,właściciel uposażenia,,,,Kościan
605,altarzysta kolegium,,,,15,,,,Smigiel,Ioannes Iwan,,płatnik,,,,Kościan
606,altarzysta kolegium,,,,15,,,,Smigiel,Gregorius,,płatnik,,,,Kościan
607,[pleban],,,,12,,,,Golebino,,,płatnik,,,,Kościan
608,[pleban],,,,,1,,,Voniesiecz,,,płatnik,,,,Kościan
609,[pleban],,,,24,,,,Grizina,,,płatnik,,,,Kościan
610,[pleban],,,,12,,,,Gilowiecz,,,płatnik,,,,Kościan
611,[pleban],,,,24,,,,Pawlowicze,,,płatnik,,,,Kościan
612,[pleban],,,,24,,,,Blodziszewo,,,płatnik,,,,Kościan
613,[pleban],,,4,,,,,Brodnicza,,,płatnik,,,,Kościan
614,[pleban],,,,24,,,,Gluchowo,,,płatnik,,,,Kościan
615,[pleban],,,,15,,,,Zabno,,,płatnik,,,,Kościan
550,pleban,,,4,,,,"Costan. Ambrosius plebanus
Floreni duo sunt dimissi, propter diminutionem proventuum dotis plebanalis, nam villam domino Rokossowski diu concessam per eius antecessores, in trecentis florenis oppignoratam exemit, eadem summa, a qua contribuit census annis singulis per marcas novem",Costan,Ambrosius,,płatnik,,,,Kościan
556,altarzysta kolegium,,,,15,,,,Costan,Troianus Vronski,,płatnik,,,,Kościan
572,altarzysta kolegium,,,,18,,,,Costan,Ioannes a Costen,,płatnik,,,,Kościan
584,mansjonarz kolegium,,,,24,,,,Costen,Stanislaus Grodziczki,,płatnik,,,,Kościan
588,mansjonarz kolegium,,,,24,,,,Costen,Ioannes Przespoliewski,,płatnik,,,,Kościan
598,[pleban],,,,12,,,"Grossi duodecim dimissi, propter ademptionem duorum mansorum per dominum Suloczki, prout corporali iuramento comprobavit",Obarziska,,,płatnik,,,,Kościan
619,[pleban],,,,8,,,,Iaszkowo,,,płatnik,,,,Kościan
624,[pleban],,,2,,,tak,,Vyskocz,,,płatnik,,,,Kościan
625,[pleban],,,,,,tak,,Borowko,,,płatnik,,,,Kościan
626,[pleban],,,2,,,tak,Przemeth Sancti Spiritus,Przemeth,,Św. Duch,płatnik,,,,Kościan
627,[pleban],,,,24,,tak,,Grobia,,,płatnik,,,,Kościan
628,[pleban],,,,24,,tak,,Czacz,,,płatnik,,,,Kościan
630,[pleban],,,4,,,tak,,Smigiel,,,płatnik,,,,Kościan
631,altarzysta,,,,15,,tak,Altarista in Voniesiecz,Voniesiecz,,,płatnik,,,,Kościan
632,[prebendarz],,,,13,,tak,Siekowo oraculum,Siekowo,,,płatnik,,,,Kościan
633,[pleban],,,2,,,tak,,Goniebicze,,,płatnik,,,,Kościan
634,[pleban],,,,12,,tak,,Vitoslaw,,,płatnik,,,,Kościan
636,[pleban],,,,22,,tak,,Boianowo,,,płatnik,,,,Kościan
637,[pleban],,,,12,,tak,,Morcowo,,,płatnik,,,,Kościan
638,[pleban],,,,12,,tak,,Krczon,,,płatnik,,,,Kościan
639,[pleban],,,,12,,tak,,Lipno,,,płatnik,,,,Kościan
623,"altarzysta kolegium, doktor",,,,11,,tak,Post doctorem Herman,Costen,Herman,,"były płatnik, podatek",,,,Kościan
640,[pleban],,,,12,,tak,,Cokaliewo,,,płatnik,,,,Kościan
549,dekanat wiejski,,,,,,,Decanatus Costensis,Costan,,,,,,,Kościan
648,[wieś uposażeniowa],,,,,,,"Iaroczin. Dominus plebanus corporali iuramento dixit, per dominos haeredes villam Boguslaw pulsis incolis in praedium ipsorum conversam, de qua missalia proveniunt ex mansis 24",Boguslaw,,,,,,,Nowe Miasto
644,altarzysta kolegium,,,,20.5,,,,Nowe Miasto,Stanislaus,,płatnik,,,,Nowe Miasto
645,altarzysta kolegium,,,,22,,,,Nowe Miasto,Ioannes Razek,,płatnik,,,,Nowe Miasto
646,[pleban],,,,24,,,,Pogrzibowo,,,płatnik,,,,Nowe Miasto
650,altarzysta kolegium,,,,8,,,,Iaroczin,Paulus Oleszniki,,płatnik,,,,Nowe Miasto
651,altarzysta kolegium,,,,18,,,,Iaroczin,Albertus Kaniorek,,płatnik,,,,Nowe Miasto
652,[pleban],,,,24,,,,Vitaszicze,,,płatnik,,,,Nowe Miasto
653,[pleban],,,2,,,,,Panieka,,,płatnik,,,,Nowe Miasto
654,[pleban],,,2,,,,,Mokronos,,,płatnik,,,,Nowe Miasto
655,[pleban],,,,24,,,,Mchy,,,płatnik,,,,Nowe Miasto
656,[pleban],,,,,1,,,Rosrzazewo,,,płatnik,,,,Nowe Miasto
657,[pleban],,,,24,,,,Mieszkowo,,,płatnik,,,,Nowe Miasto
658,[pleban],,,,24,,,,Biesdziadowo,,,płatnik,,,,Nowe Miasto
659,[pleban],,,,24,,,,Colnicza,,,płatnik,,,,Nowe Miasto
660,pleban,,,,,1,,"Vilkowia plebanus. Grossi 12 dimissi, ex ea ratione quia dominus Andreas Opalienski haeres, agros plebanales et cmetonum piscina inundavit, qua inundatione aquarum missalia a cmethonibus et plebano proventus sunt adempti ex agris eius",Vilkowia,,,płatnik,,,,Nowe Miasto
662,[pleban],,,,,1,,,Gora ante Iaroczin,,,płatnik,,,,Nowe Miasto
663,[pleban],,,2,,,,,Cerquicza,,,płatnik,,,,Nowe Miasto
664,[pleban],,,,,1,,,Iaraczewo,,,płatnik,,,,Nowe Miasto
665,altarzysta,,,,17,,,Lucas Altarista ibidem,Iaraczewo,Lucas,,płatnik,,,,Nowe Miasto
666,[pleban],,,,24,,,,Lgowo,,,płatnik,,,,Nowe Miasto
667,[pleban],,,,24,,,,Iancowo,,,płatnik,,,,Nowe Miasto
668,[pleban],,,,24,,,,Pogorzelicza,,,płatnik,,,,Nowe Miasto
669,[pleban],,,4,,,,,Siedlemino,,,płatnik,,,,Nowe Miasto
696,dekanat wiejski,,,,,,,Parochiales per haereticos occupatae,Sthęssewo,,,,,,,Stęszew
699,dekanat wiejski,,,,,,,Parochiales haereticorum,Srzem,,,,,,,Śrem
73,[kanonik katedralny],,,2,,,tak,,Posnaniensis,Symon Chabelski,,płatnik,,,,
694,dekanat wiejski,,,,,,,Ecclesiae per haereticos occupatae,Obornicensis,,,,,,,Oborniki
680,dekanat wiejski,,,,,,,Decanatus rurales,"",,,,,,,
670,"[pleban], altarzysta",,,,24,,,Brosthkowo cum altari,Brosthkowo,,,płatnik,,,,Nowe Miasto
671,[pleban],,,2,,,,Zirkowo in monte ad sanctum Stanislaum,Zirkowo,,św. Stanisław,płatnik,,,,Nowe Miasto
672,[pleban],,,,24,,,Zircowo ad sanctum Nicolaum,Zircowo,,św. Mikołaj,płatnik,,,,Nowe Miasto
673,[pleban],,,,,1,,,Bynicze,,,płatnik,,,,Nowe Miasto
674,[pleban],,,,24,,,,Vieliawieś,,,płatnik,,,,Nowe Miasto
675,[pleban],,,,24,,,,Dobrzicza,,,płatnik,,,,Nowe Miasto
676,[pleban],,,,24,,,,Borzeczicze,,,płatnik,,,,Nowe Miasto
677,[pleban],,,,18,,,,Odalanowo,,,płatnik,,,,Nowe Miasto
678,[pleban],,,4,,,,,Coszmin,,,płatnik,,,,Nowe Miasto
687,dekanat wiejski,,,,,,,Debita in eisdem,Posnaniensis,,,,,,,Poznań
695,dekanat wiejski,,,,,,,Debita in eisdem,Sthęssewo,,,,,,,Stęszew
689,dekanat wiejski,,,,,,,Debita in eisdem,Pysdrensis,,,,,,,Pyzdry
